origin,lien,s_human,p_human,o_human,p_category,separation,s_original,p_original,o_original
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Beernaert et son temps,auteur,Henry Carton de Wiart,PRODUCTION,,http://data.bnf.fr/ark:/12148/cb319120791#Expression,http://data.bnf.fr/vocabulary/roles/r70,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,"La Belgique, boulevard du droit",auteur,Henry Carton de Wiart,PRODUCTION,,http://data.bnf.fr/ark:/12148/cb31912081k#Expression,http://id.loc.gov/vocabulary/relators/aut,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Les barbares en Belgique,contributeur,Henry Carton de Wiart,PRODUCTION,,http://data.bnf.fr/ark:/12148/cb31026151j#Expression,http://purl.org/dc/terms/contributor,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Henry Carton de Wiart,label préféré,"""Henry Carton de Wiart (comte, 1869-1951)""@fr .",APPELLATION,,http://data.bnf.fr/ark:/12148/cb120628351,http://www.w3.org/2004/02/skos/core#prefLabel,"""Henry Carton de Wiart (comte, 1869-1951)""@fr ."
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Henry Carton de Wiart,image,Henri_Carton_de_Wiart.jpg?width=300,METADONNEES,,http://data.bnf.fr/ark:/12148/cb120628351#about,http://xmlns.com/foaf/0.1/depiction,http://commons.wikimedia.org/wiki/Special:FilePath/Henri_Carton_de_Wiart.jpg?width=300
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Bourrasque 48 : roman historique,auteur,Henry Carton de Wiart,PRODUCTION,,http://data.bnf.fr/ark:/12148/cb31912084m#Expression,http://id.loc.gov/vocabulary/relators/aut,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,"Deuxième congrès international de droit pénal, Bucarest (6-12 octobre 1929) : actes du congrès",contributeur,Henry Carton de Wiart,PRODUCTION,,http://data.bnf.fr/ark:/12148/cb33881467f#Expression,http://purl.org/dc/terms/contributor,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Henry Carton de Wiart,métadonnées administratives,"""1988-01-06"" .",METADONNEES,,http://data.bnf.fr/ark:/12148/cb120628351,http://purl.org/dc/terms/created,"""1988-01-06"" ."
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,La Cité ardente,contributeur,Henry Carton de Wiart,PRODUCTION,,http://data.bnf.fr/ark:/12148/cb354655299#Expression,http://purl.org/dc/terms/contributor,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Les barbares en Belgique,a préfacé,Henry Carton de Wiart,PRODUCTION,,http://data.bnf.fr/ark:/12148/cb31026151j#Expression,http://data.bnf.fr/vocabulary/roles/r550,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,"Deuxième congrès international de droit pénal, Bucarest (6-12 octobre 1929) : actes du congrès",directeur de publication,Henry Carton de Wiart,PRODUCTION,,http://data.bnf.fr/ark:/12148/cb33881467f#Expression,http://id.loc.gov/vocabulary/relators/pbd,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Henry Carton de Wiart,jour anniversaire,"""01-31"" .",DATES,,http://data.bnf.fr/ark:/12148/cb120628351#about,http://xmlns.com/foaf/0.1/birthday,"""01-31"" ."
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Henry Carton de Wiart,année de naissance,"""1869""",DATES,,http://data.bnf.fr/ark:/12148/cb120628351#about,http://data.bnf.fr/ontology/bnf-onto/firstYear,"""1869""^^<http://www.w3.org/2001/XMLSchema#integer"
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,H. Carton de Wiart. La Vocation d'Olivier Georges Destrée,contributeur,Henry Carton de Wiart,PRODUCTION,,http://data.bnf.fr/ark:/12148/cb319121032#Expression,http://purl.org/dc/terms/contributor,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,[Recueil. Dossiers biographiques Boutillier du Retail. Documentation sur le baron Eugène-Napoléon Beyens],contributeur,Henry Carton de Wiart,PRODUCTION,,http://data.bnf.fr/ark:/12148/cb412533356#Expression,http://purl.org/dc/terms/contributor,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Beernaert et son temps,auteur,Henry Carton de Wiart,PRODUCTION,,http://data.bnf.fr/ark:/12148/cb35592638m#Expression,http://id.loc.gov/vocabulary/relators/aut,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Ce que,auteur,Henry Carton de Wiart,PRODUCTION,,http://data.bnf.fr/ark:/12148/cb319121063#Expression,http://id.loc.gov/vocabulary/relators/aui,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Henry Carton de Wiart,équivalent de,Henry Carton de Wiart,IDENTIFIANT,,http://data.bnf.fr/ark:/12148/cb120628351,http://www.w3.org/2004/02/skos/core#exactMatch,http://wikidata.org/entity/Q14990
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Durendal,contributeur,Henry Carton de Wiart,PRODUCTION,,http://data.bnf.fr/ark:/12148/cb32759261t#Expression,http://purl.org/dc/terms/contributor,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,H. Carton de Wiart. Le Bon combat... Publ. par Pierre Nothomb,contributeur,Henry Carton de Wiart,PRODUCTION,,http://data.bnf.fr/ark:/12148/cb319120838#Expression,http://purl.org/dc/terms/contributor,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,La Belgique en Terre d'asile,auteur,Henry Carton de Wiart,PRODUCTION,,http://data.bnf.fr/ark:/12148/cb319120807#Expression,http://data.bnf.fr/vocabulary/roles/r70,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,"Albert 1er, le roi chevalier...",auteur,Henry Carton de Wiart,PRODUCTION,,http://data.bnf.fr/ark:/12148/cb31912078p#Expression,http://id.loc.gov/vocabulary/relators/aut,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Henry Carton de Wiart. La Cité Ardente,contributeur,Henry Carton de Wiart,PRODUCTION,,http://data.bnf.fr/ark:/12148/cb31912087n#Expression,http://purl.org/dc/terms/contributor,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,J. de Bivort de La Saudée. L'Antireligion communiste,a préfacé,Henry Carton de Wiart,PRODUCTION,,http://data.bnf.fr/ark:/12148/cb31820843s#Expression,http://data.bnf.fr/vocabulary/roles/r550,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Le Miroir de la Belgique,contributeur,Henry Carton de Wiart,PRODUCTION,,http://data.bnf.fr/ark:/12148/cb33488447t#Expression,http://purl.org/dc/terms/contributor,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Henry Carton de Wiart,né le,"""1869-01-31"" .",DATES,,http://data.bnf.fr/ark:/12148/cb120628351#about,http://vocab.org/bio/0.1/birth,"""1869-01-31"" ."
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Contes hétéroclites. Frontispice par Georges Lemmen,auteur,Henry Carton de Wiart,PRODUCTION,,http://data.bnf.fr/ark:/12148/cb30201416f#Expression,http://id.loc.gov/vocabulary/relators/aut,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Contes hétéroclites. Frontispice par Georges Lemmen,auteur,Henry Carton de Wiart,PRODUCTION,,http://data.bnf.fr/ark:/12148/cb30201416f#Expression,http://data.bnf.fr/vocabulary/roles/r70,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,"La Belgique loyale, héroïque et malheureuse",auteur,Henry Carton de Wiart,PRODUCTION,,http://data.bnf.fr/ark:/12148/cb31849888b#Expression,http://id.loc.gov/vocabulary/relators/aui,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,H. Carton de Wiart. Le Bon combat...,auteur,Henry Carton de Wiart,PRODUCTION,,http://data.bnf.fr/ark:/12148/cb31912082x#Expression,http://data.bnf.fr/vocabulary/roles/r70,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,H. Carton de Wiart. Le Bon combat...,auteur,Henry Carton de Wiart,PRODUCTION,,http://data.bnf.fr/ark:/12148/cb31912082x#Expression,http://id.loc.gov/vocabulary/relators/aut,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,"La Belgique, boulevard du droit",contributeur,Henry Carton de Wiart,PRODUCTION,,http://data.bnf.fr/ark:/12148/cb31912081k#Expression,http://purl.org/dc/terms/contributor,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,"Luc Hommel... Une expérience d'union économique, bilan de dix années d'union économique belgo-luxembourgeoise. Préface du Comte Henry Carton de Wiart,... Introduction par M. Albert Calmes",auteur,Henry Carton de Wiart,PRODUCTION,,http://data.bnf.fr/ark:/12148/cb32255347q#Expression,http://id.loc.gov/vocabulary/relators/aui,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Comte Carton de Wiart. Mes vacances au Brésil. Dessins au trait de N. V. Cambier,auteur,Henry Carton de Wiart,PRODUCTION,,http://data.bnf.fr/ark:/12148/cb31912068c#Expression,http://id.loc.gov/vocabulary/relators/aut,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,"Pour notre marine et pour nos marins, par Ch. Hervy-Cousin,... Préface de M. H. Carton de Wiart,...",contributeur,Henry Carton de Wiart,PRODUCTION,,http://data.bnf.fr/ark:/12148/cb30600539t#Expression,http://purl.org/dc/terms/contributor,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Le Miroir de la Belgique,a préfacé,Henry Carton de Wiart,PRODUCTION,,http://data.bnf.fr/ark:/12148/cb33488447t#Expression,http://data.bnf.fr/vocabulary/roles/r550,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Henry Carton de Wiart,image,bpt6k57078775.thumbnail,METADONNEES,,http://data.bnf.fr/ark:/12148/cb120628351#about,http://xmlns.com/foaf/0.1/depiction,http://gallica.bnf.fr/ark:/12148/bpt6k57078775.thumbnail
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,"Comte Carton de Wiart,... Marguerite d'Autriche. Une princesse belge de la Renaissance",auteur,Henry Carton de Wiart,PRODUCTION,,http://data.bnf.fr/ark:/12148/cb319120671#Expression,http://data.bnf.fr/vocabulary/roles/r70,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Souvenirs politiques,auteur,Henry Carton de Wiart,PRODUCTION,,http://data.bnf.fr/ark:/12148/cb343093860#Expression,http://data.bnf.fr/vocabulary/roles/r70,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,H. Carton de Wiart. La Cité ardente,auteur,Henry Carton de Wiart,PRODUCTION,,http://data.bnf.fr/ark:/12148/cb319120880#Expression,http://id.loc.gov/vocabulary/relators/aut,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,"Léopold II : souvenirs des dernières années, 1901-1909",auteur,Henry Carton de Wiart,PRODUCTION,,http://data.bnf.fr/ark:/12148/cb31912075n#Expression,http://id.loc.gov/vocabulary/relators/aut,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,La politique de l'honneur...,auteur,Henry Carton de Wiart,PRODUCTION,,http://data.bnf.fr/ark:/12148/cb319120958#Expression,http://data.bnf.fr/vocabulary/roles/r70,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,La Candidature de Philippe d'Orléans à la souveraineté des Provinces Belgiques en 1789 et 1790,auteur,Henry Carton de Wiart,PRODUCTION,,http://data.bnf.fr/ark:/12148/cb31912085z#Expression,http://id.loc.gov/vocabulary/relators/aut,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,"Léopold II : souvenirs des dernières années, 1901-1909",auteur,Henry Carton de Wiart,PRODUCTION,,http://data.bnf.fr/ark:/12148/cb319120749#Expression,http://data.bnf.fr/vocabulary/roles/r70,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Henry Carton de Wiart,identique à,Henry_Carton_de_Wiart,IDENTIFIANT,,http://data.bnf.fr/ark:/12148/cb120628351#about,http://www.w3.org/2002/07/owl#sameAs,http://fr.dbpedia.org/resource/Henry_Carton_de_Wiart
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,"Léopold II : souvenirs des dernières années, 1901-1909",auteur,Henry Carton de Wiart,PRODUCTION,,http://data.bnf.fr/ark:/12148/cb319120749#Expression,http://id.loc.gov/vocabulary/relators/aut,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Henry Carton de Wiart,date de décès,"""1951-05-06"" .",DATES,,http://data.bnf.fr/ark:/12148/cb120628351#about,http://vocab.org/bio/0.1/death,"""1951-05-06"" ."
